0,47.067128656,15.493482441,542.5553,20388.00,1162.10,44107.40
1,47.067128961,15.493482381,542.5632,20387.80,1162.20,44107.40
2,47.067128654,15.493481804,542.5977,20387.70,1162.20,44107.40
3,47.067129115,15.493482255,542.8549,20387.60,1162.40,44107.40
4,47.067131538,15.493483470,542.7502,20387.70,1162.40,44107.40
5,47.067131339,15.493484081,542.6188,20387.60,1162.50,44107.50
6,47.067131847,15.493484828,542.7983,20387.50,1162.50,44107.50
7,47.067130775,15.493484632,542.8925,20387.50,1162.40,44107.50
8,47.067130152,15.493484405,542.8264,20387.60,1162.40,44107.50
9,47.067130008,15.493483594,542.7896,20387.80,1162.00,44107.60
10,47.067147073,15.493491460,543.7627,20387.80,1161.50,44107.70
11,47.067146466,15.493491363,543.9242,20388.00,1161.00,44107.70
12,47.067147131,15.493491011,543.8343,20388.20,1161.00,44107.70
13,47.067147233,15.493489771,543.7427,20388.20,1160.80,44107.70
14,47.067146677,15.493489441,543.8388,20388.10,1160.80,44107.80
15,47.067146733,15.493489577,544.0744,20388.00,1160.70,44107.70
16,47.067147134,15.493490211,543.9845,20388.30,1160.60,44107.80
17,47.067147338,15.493490257,543.8876,20388.40,1160.10,44107.70
18,47.067147589,15.493490306,543.8642,20388.50,1160.00,44107.80
19,47.067146899,15.493490417,544.0821,20389.30,1158.60,44107.80
20,47.067147629,15.493490123,543.9979,20389.50,1158.00,44107.80
21,47.067147233,15.493489417,543.9485,20390.10,1157.60,44107.80
22,47.067147352,15.493489047,543.9608,20389.80,1156.70,44107.80
23,47.067147579,15.493488157,543.9505,20390.60,1156.40,44107.80
24,47.067147743,15.493488224,544.039,20390.80,1155.90,44107.80
25,47.067148873,15.493488779,543.9041,20391.30,1155.00,44107.80
26,47.067149678,15.493489744,543.8853,20392.60,1153.20,44107.80
27,47.067150734,15.493489915,543.7407,20392.40,1153.00,44107.70
28,47.067151269,15.493490502,543.5245,20393.10,1152.60,44107.60
29,47.067152725,15.493491690,543.3382,20394.00,1151.10,44107.60
30,47.067152045,15.493491138,543.3341,20393.90,1151.10,44107.40
31,47.067151163,15.493489990,543.5424,20394.70,1150.80,44107.40
32,47.067149745,15.493488456,543.531,20395.50,1150.20,44107.30
33,47.067149790,15.493487895,543.5337,20395.60,1150.30,44107.10
34,47.067149156,15.493487534,543.6218,20395.80,1150.40,44107.00
35,47.067150443,15.493487691,543.6497,20396.20,1150.40,44106.80
36,47.067151289,15.493488480,543.6217,20396.50,1150.20,44106.80
37,47.067151659,15.493489518,543.5895,20395.90,1150.90,44106.70
38,47.067151557,15.493489710,543.4208,20396.40,1150.90,44106.60
39,47.067152110,15.493490230,543.5079,20396.20,1151.50,44106.50
40,47.067152042,15.493490455,543.5125,20396.50,1151.90,44106.40
41,47.067151898,15.493490200,543.6231,20396.60,1152.60,44106.30
42,47.067155397,15.493495498,542.4936,20397.40,1152.60,44106.30
43,47.067155739,15.493496134,542.5214,20397.10,1153.50,44106.10
44,47.067155767,15.493495679,542.7359,20397.70,1153.50,44106.00
45,47.067155139,15.493495241,542.8449,20397.50,1154.10,44105.90
46,47.067154824,15.493494549,542.91,20397.80,1154.70,44105.90
47,47.067154791,15.493495083,542.9141,20397.70,1155.10,44105.80
48,47.067154528,15.493495119,542.9275,20398.20,1155.50,44105.80
49,47.067154630,15.493494984,542.9084,20398.50,1156.20,44105.60
50,47.067154824,15.493494417,542.7838,20399.10,1156.30,44105.50
51,47.067154282,15.493493622,542.9291,20399.20,1157.10,44105.30
52,47.067153885,15.493493397,543.3169,20399.40,1157.10,44105.30
53,47.067153273,15.493493505,543.5353,20399.80,1157.10,44105.30
54,47.067153184,15.493493070,543.5552,20399.30,1157.80,44105.20
55,47.067152075,15.493491622,543.9042,20399.80,1158.40,44105.10
56,47.067151328,15.493490962,544.0087,20399.70,1158.90,44105.10
57,47.067150897,15.493490859,543.8796,20399.60,1159.20,44105.00
58,47.067151301,15.493490911,543.8998,20399.80,1159.50,44105.00
59,47.067151655,15.493491793,543.6445,20399.70,1159.80,44105.00
60,47.067151365,15.493492002,543.438,20399.60,1160.10,44105.00
61,47.067151456,15.493491596,543.4707,20399.70,1160.30,44104.90
62,47.067150661,15.493491238,543.6748,20400.30,1160.30,44104.90
63,47.067151011,15.493489858,543.9237,20399.80,1160.40,44104.90
64,47.067150572,15.493489298,544.0635,20400.30,1160.30,44104.90
65,47.067150775,15.493488582,544.2339,20400.00,1160.70,44104.80
66,47.067150796,15.493488150,544.4413,20400.40,1160.30,44104.80
67,47.067151246,15.493487799,544.3124,20400.50,1160.30,44104.80
68,47.067151349,15.493486770,544.2604,20400.70,1159.90,44104.80
69,47.067151033,15.493486042,544.212,20401.00,1159.10,44104.90
70,47.067150279,15.493485876,543.9668,20401.40,1159.00,44104.90
71,47.067150614,15.493485682,544.0404,20401.40,1158.60,44104.90
72,47.067150933,15.493485176,544.2928,20401.50,1158.00,44104.90
73,47.067151111,15.493485439,544.3025,20401.70,1157.80,44104.80
74,47.067149988,15.493485490,544.1207,20401.30,1157.60,44104.80
75,47.067150881,15.493486584,543.9766,20401.40,1157.00,44104.80
76,47.067151218,15.493486705,543.9056,20401.40,1156.80,44104.80
77,47.067150803,15.493486831,543.8492,20401.20,1156.20,44104.90
78,47.067151752,15.493487833,544.033,20401.10,1156.00,44104.80
79,47.067151535,15.493486865,544.1574,20400.70,1155.80,44104.80
80,47.067150952,15.493486925,544.1485,20400.60,1155.60,44104.90
81,47.067151547,15.493487352,544.307,20400.60,1155.30,44104.90
82,47.067152568,15.493487827,544.6326,20400.40,1155.30,44104.90
83,47.067152394,15.493488199,544.8239,20400.20,1155.50,44104.90
84,47.067152807,15.493488354,544.8294,20400.00,1155.60,44104.70
85,47.067153559,15.493488565,544.6786,20399.90,1155.90,44104.70
86,47.067153653,15.493488189,544.8622,20399.60,1156.40,44104.60
87,47.067152840,15.493487511,545.0661,20399.60,1156.90,44104.50
88,47.067152777,15.493487280,545.1012,20399.50,1157.50,44104.40
89,47.067152690,15.493487313,545.095,20399.30,1157.80,44104.40
90,47.067153764,15.493488043,545.0336,20399.20,1158.30,44104.30
91,47.067154726,15.493487932,544.9658,20398.90,1158.70,44104.30
92,47.067155237,15.493487799,544.9893,20398.80,1159.10,44104.20
93,47.067155674,15.493487630,544.9005,20398.90,1159.30,44104.30
94,47.067155432,15.493487242,544.9115,20398.70,1159.70,44104.20
95,47.067155883,15.493487515,545.1186,20398.40,1159.90,44104.20
96,47.067155926,15.493487983,545.1688,20398.30,1160.10,44104.20
97,47.067155423,15.493487187,545.0519,20398.20,1160.30,44104.20
98,47.067154710,15.493487516,544.8171,20398.10,1160.20,44104.30
99,47.067154666,15.493488021,544.7333,20397.70,1160.60,44104.30
100,47.067154574,15.493488753,544.5992,20397.40,1160.60,44104.30
101,47.067154473,15.493488231,544.5744,20397.00,1160.60,44104.30
102,47.067155196,15.493488910,544.5158,20396.70,1160.80,44104.30
103,47.067155187,15.493488851,544.5655,20396.40,1161.30,44104.40
104,47.067154848,15.493489235,544.4277,20395.90,1161.60,44104.40
105,47.067154942,15.493489176,544.1684,20395.70,1162.10,44104.40
106,47.067153596,15.493489051,544.1108,20395.40,1162.40,44104.50
107,47.067153045,15.493488308,543.8525,20395.40,1162.80,44104.50
108,47.067152278,15.493487972,543.6899,20395.10,1162.80,44104.50
109,47.067152414,15.493488668,543.6284,20394.90,1162.80,44104.50
110,47.067152078,15.493487972,543.4375,20394.70,1162.60,44104.60
111,47.067151807,15.493488185,543.2955,20394.40,1162.40,44104.70
112,47.067151002,15.493487944,543.1299,20394.00,1162.30,44104.80
113,47.067151195,15.493488734,543.0912,20393.60,1162.40,44104.90
114,47.067150286,15.493488080,543.2906,20393.40,1162.50,44104.90
115,47.067149908,15.493489027,543.457,20393.40,1162.60,44104.90
116,47.067148836,15.493488885,543.2315,20393.40,1162.80,44104.90
117,47.067148342,15.493488684,542.9138,20393.40,1162.90,44104.90
118,47.067147864,15.493488606,542.6351,20393.10,1163.20,44104.90
119,47.067148415,15.493487566,542.4752,20393.10,1163.40,44104.90
120,47.067148008,15.493487494,542.4087,20393.00,1163.30,44104.90
121,47.067149141,15.493487235,542.3956,20392.90,1163.40,44105.00
122,47.067149655,15.493487179,542.3863,20392.70,1163.30,44105.00
123,47.067150081,15.493488138,542.3361,20392.40,1163.30,44105.00
124,47.067150178,15.493488049,542.2361,20392.30,1163.40,44105.10
125,47.067150027,15.493488445,542.2471,20392.00,1163.50,44105.10
126,47.067149584,15.493488893,542.1516,20391.90,1163.70,44105.10
127,47.067149443,15.493488541,542.0295,20391.60,1163.70,44105.10
128,47.067149782,15.493487540,541.9183,20391.60,1163.90,44105.10
129,47.067149033,15.493487261,541.653,20391.40,1164.00,44105.10
130,47.067149081,15.493487229,541.5746,20391.40,1164.10,44105.10
131,47.067148972,15.493486927,541.5527,20391.50,1164.10,44105.20
132,47.067149152,15.493485987,541.5953,20391.60,1163.80,44105.20
133,47.067149012,15.493486446,541.6515,20391.80,1163.60,44105.20
134,47.067148759,15.493486371,541.8353,20391.90,1163.40,44105.30
135,47.067148906,15.493486537,541.9899,20391.90,1163.20,44105.30
136,47.067148987,15.493486758,542.1418,20392.00,1162.90,44105.30
