0,47.067138327,15.493479810,540.4141,20397.10,1161.30,44104.90
1,47.067140169,15.493479730,540.3723,20397.00,1161.30,44104.80
2,47.067151459,15.493483409,542.8695,20397.10,1161.30,44104.90
3,47.067152385,15.493481672,542.4526,20397.20,1161.20,44104.90
4,47.067150390,15.493479810,542.5705,20397.30,1161.20,44104.90
5,47.067145653,15.493477861,543.6955,20397.20,1161.20,44104.80
6,47.067142651,15.493481681,544.0623,20397.10,1161.20,44104.80
7,47.067148696,15.493485986,543.1567,20397.20,1161.20,44104.90
8,47.067147351,15.493483225,542.6003,20397.30,1161.20,44104.90
9,47.067142075,15.493478074,542.2837,20397.20,1161.10,44104.90
10,47.067140184,15.493479987,542.442,20397.20,1161.20,44104.90
11,47.067144152,15.493481670,542.8606,20397.30,1161.40,44104.80
12,47.067141899,15.493479940,543.8748,20397.80,1161.50,44104.80
13,47.067139916,15.493480726,543.7678,20398.20,1161.50,44104.70
14,47.067141494,15.493483288,543.625,20396.80,1161.90,44104.60
15,47.067137460,15.493479560,544.0153,20397.20,1161.90,44104.80
16,47.067139708,15.493482210,543.7728,20398.00,1161.50,44104.80
17,47.067146598,15.493486296,543.4943,20398.00,1161.60,44104.80
18,47.067146630,15.493490204,543.266,20397.70,1161.80,44104.70
19,47.067147428,15.493490898,543.1319,20397.60,1161.90,44104.70
20,47.067152488,15.493495625,542.438,20398.10,1162.10,44104.70
21,47.067143487,15.493485865,543.308,20398.40,1162.20,44104.60
22,47.067137358,15.493477721,544.3936,20398.80,1162.10,44104.60
23,47.067139688,15.493477422,544.218,20397.40,1162.40,44104.50
24,47.067139492,15.493475156,543.9168,20397.70,1162.50,44104.60
25,47.067141580,15.493478073,543.5667,20398.20,1162.00,44104.70
26,47.067144602,15.493485342,543.8175,20398.40,1161.80,44104.70
27,47.067143698,15.493486992,544.2166,20397.70,1162.10,44104.70
28,47.067147305,15.493490992,543.6341,20397.20,1162.40,44104.70
29,47.067148965,15.493495682,543.1911,20397.30,1162.30,44104.80
30,47.067140735,15.493483957,544.4262,20397.50,1162.00,44104.80
31,47.067140825,15.493484191,544.4031,20397.20,1162.00,44104.80
32,47.067141465,15.493483051,544.4028,20396.60,1162.00,44104.80
33,47.067147121,15.493488737,542.8028,20396.30,1162.20,44104.90
34,47.067140842,15.493482883,544.6151,20396.40,1162.10,44104.90
35,47.067142997,15.493482116,544.5896,20396.20,1162.30,44104.80
36,47.067140555,15.493478543,545.5833,20396.10,1162.50,44104.90
37,47.067141689,15.493477815,545.3171,20396.00,1162.60,44104.80
38,47.067145370,15.493482518,544.9467,20396.10,1162.60,44104.90
39,47.067144594,15.493484072,544.6162,20396.00,1162.50,44104.90
40,47.067142503,15.493479858,545.2688,20395.90,1162.40,44104.90
41,47.067139878,15.493479071,545.5866,20395.80,1162.40,44104.90
42,47.067137377,15.493478008,545.2665,20395.60,1162.30,44104.90
43,47.067139254,15.493477037,545.9134,20395.80,1162.40,44104.90
44,47.067137674,15.493475946,546.8865,20395.90,1162.50,44104.90
45,47.067135376,15.493477244,546.2409,20395.80,1162.60,44104.90
46,47.067136300,15.493472738,546.5643,20395.60,1162.80,44104.90
47,47.067132208,15.493471814,546.9303,20395.40,1162.90,44104.90
48,47.067133225,15.493475942,545.5026,20395.50,1162.90,44104.90
49,47.067138485,15.493476026,543.8605,20395.40,1163.00,44105.00
50,47.067142892,15.493478977,545.2683,20395.30,1163.00,44105.00
51,47.067142265,15.493481809,545.023,20395.10,1163.10,44104.90
52,47.067145821,15.493483079,543.3763,20395.00,1163.10,44104.90
53,47.067144064,15.493480703,545.3889,20395.00,1163.20,44104.90
54,47.067143727,15.493476384,545.3014,20395.10,1163.40,44104.90
55,47.067142286,15.493472884,546.2596,20395.10,1163.40,44104.90
56,47.067139513,15.493474023,547.0722,20395.10,1163.40,44104.90
57,47.067138186,15.493474936,546.6205,20395.10,1163.50,44104.90
58,47.067137233,15.493477521,545.2032,20395.10,1163.40,44104.90
59,47.067137700,15.493476617,544.7491,20395.10,1163.40,44104.90
60,47.067136590,15.493475368,545.4477,20395.00,1163.30,44104.90
61,47.067139168,15.493479874,545.3346,20394.90,1163.20,44104.90
62,47.067143096,15.493480678,545.0818,20394.80,1163.30,44104.90
63,47.067142242,15.493478571,545.5198,20394.90,1163.40,44104.90
64,47.067140554,15.493475341,546.0204,20395.00,1163.40,44104.90
65,47.067138353,15.493480871,544.4791,20395.00,1163.50,44104.90
66,47.067141323,15.493484832,544.4927,20395.00,1163.50,44104.90
67,47.067143832,15.493492028,544.1032,20395.00,1163.50,44104.90
68,47.067144770,15.493487709,543.7799,20395.10,1163.50,44104.90
69,47.067144997,15.493482126,544.4533,20395.10,1163.40,44104.90
70,47.067143350,15.493477076,546.2554,20395.00,1163.50,44104.90
71,47.067145119,15.493482268,545.225,20394.90,1163.50,44104.90
72,47.067149144,15.493486455,545.4219,20394.90,1163.70,44104.90
73,47.067146632,15.493487694,545.6095,20395.00,1163.80,44104.90
74,47.067145633,15.493482209,545.0096,20395.00,1163.90,44104.90
75,47.067148372,15.493480510,546.0977,20395.00,1163.90,44104.90
76,47.067151039,15.493481513,545.6486,20394.80,1164.00,44104.90
77,47.067149998,15.493478282,546.7907,20394.80,1164.00,44104.90
78,47.067148029,15.493475530,547.0558,20394.80,1164.00,44104.80
79,47.067146524,15.493475620,545.7324,20394.90,1164.10,44104.80
80,47.067149010,15.493479046,545.0192,20394.90,1164.10,44104.90
81,47.067149418,15.493484282,545.173,20394.90,1164.00,44104.90
82,47.067151837,15.493484620,545.2719,20394.90,1164.00,44104.90
83,47.067150093,15.493479419,544.2985,20395.00,1164.10,44104.90
84,47.067153165,15.493475279,544.6932,20395.10,1164.10,44104.90
85,47.067151786,15.493474546,545.1501,20395.20,1164.10,44104.90
86,47.067151868,15.493477092,546.1926,20395.10,1164.20,44104.90
87,47.067145135,15.493480490,545.7535,20395.20,1164.20,44104.90
88,47.067140414,15.493478449,544.2185,20395.30,1164.20,44104.90
89,47.067137844,15.493477435,543.6014,20395.20,1164.10,44104.90
